number,总价,单价,行政区,小区,建筑面积,建成时间,建筑类型,朝向,户型2,楼层,所在楼层,总楼层,装修,梯户比,电梯,产权年限,更新时间,房屋用途,房屋年限,地铁
1395,225,25863,番禺,珠江花园,87,1992,塔楼,西北,3室2厅1厨2卫,中楼层/共28层,中楼层,共28层,其他,三梯九户,有,70年,2017-12-18,普通住宅,暂无数据,
1396,238,33865,白云,白云商业中心,70.28,1996,塔楼,西,3室1厅1厨1卫,高楼层/共9层,高楼层,共9层,其他,一梯十二户,无,70年,2017-11-10,普通住宅,暂无数据,地铁
1397,1269.6,69000,天河,碧海湾,184,2003,塔楼,东南,4室1厅1厨1卫,中楼层/共28层,中楼层,共28层,简装,两梯六户,有,70年,2016-01-22,普通住宅,暂无数据,地铁
1398,300,31186,白云,广信白兰花园,96.2,1998,塔楼,西南,3室1厅1厨2卫,中楼层/共7层,中楼层,共7层,简装,一梯六户,无,70年,2017-12-08,普通住宅,暂无数据,地铁
1399,896,70000,天河,碧海湾,128,2003,塔楼,东南,3室2厅1厨2卫,中楼层/共28层,中楼层,共28层,简装,两梯六户,有,70年,2016-01-22,普通住宅,暂无数据,地铁
1400,435,33207,番禺,广州奥林匹克花园,131,2002,板楼,南,4室2厅1厨2卫,高楼层/共7层,高楼层,共7层,精装,一梯四户,无,70年,2017-03-24,普通住宅,满五年,
1401,650,61994,天河,金海花园,104.85,2002,塔楼,南 北,3室2厅1厨2卫,中楼层/共30层,中楼层,共30层,简装,三梯八户,有,70年,2018-02-04,普通住宅,暂无数据,地铁
1402,205,24118,白云,汇侨新城北区,85,2000,塔楼,南,3室1厅1厨1卫,高楼层/共9层,高楼层,共9层,简装,一梯两户,无,70年,2018-03-10,普通住宅,暂无数据,
1403,980,77002,天河,芳草园,127.27,2004,塔楼,东南,3室2厅1厨2卫,低楼层/共30层,低楼层,共30层,其他,三梯六户,有,70年,2017-10-01,普通住宅,暂无数据,
1404,278,33903,天河,雅怡居,82,2000,塔楼,南 北,3室2厅1厨2卫,中楼层/共9层,中楼层,共9层,简装,一梯六户,无,70年,2017-11-10,普通住宅,暂无数据,地铁
1405,155,31000,白云,云东小区,50,1997,塔楼,北,1室1厅1厨1卫,中楼层/共7层,中楼层,共7层,简装,一梯六户,无,70年,2017-11-28,普通住宅,满五年,地铁
1406,210,35088,白云,骏御华庭,59.85,2012,塔楼,西南,2室1厅1厨1卫,中楼层/共21层,中楼层,共21层,其他,两梯十五户,有,70年,2018-03-05,普通住宅,暂无数据,
1407,170,28814,白云,景泰新村景泰西三巷,59,2008,塔楼,东南,2室1厅1厨1卫,中楼层/共8层,中楼层,共8层,其他,一梯四户,无,70年,2018-01-02,普通住宅,暂无数据,
1408,182,30248,荔湾,福盛花苑,60.17,1998,塔楼,东,2室2厅1厨1卫,中楼层/共7层,中楼层,共7层,其他,一梯两户,无,70年,2018-02-05,普通住宅,暂无数据,地铁
1409,115,26615,黄埔,锦田花园,43.21,2001,塔楼,南,1室1厅1厨1卫,高楼层/共7层,高楼层,共7层,简装,一梯四户,无,70年,2018-04-08,普通住宅,暂无数据,地铁
1410,700,63064,越秀,雅景花园,111,1995,塔楼,西北,3室1厅1厨1卫,中楼层/共30层,中楼层,共30层,其他,一梯八户,暂无数据,70年,2018-04-01,普通住宅,满五年,地铁
1411,145,20638,黄埔,黄电新村,70.26,,塔楼,北,2室1厅1厨1卫,低楼层/共7层,低楼层,共7层,简装,一梯四户,无,70年,2018-04-07,普通住宅,暂无数据,
1412,638,55000,海珠,光大花园榕岸,116,2006,塔楼,东南,3室2厅1厨1卫,低楼层/共33层,低楼层,共33层,简装,两梯五户,有,70年,2017-10-23,普通住宅,暂无数据,地铁
1413,188,28043,黄埔,港湾西四街104号大院,67.04,,板楼,南 北,2室2厅1厨1卫,低楼层/共6层,低楼层,共6层,简装,一梯两户,无,70年,2018-03-15,普通住宅,暂无数据,
1414,160,34043,白云,广信白兰花园,47,1998,塔楼,东北,2室1厅1厨1卫,低楼层/共7层,低楼层,共7层,其他,一梯五户,无,70年,2018-03-16,普通住宅,暂无数据,地铁
1415,278,38083,白云,富力桃园,73,2004,塔楼,东,2室1厅1厨1卫,中楼层/共31层,中楼层,共31层,其他,三梯八户,有,70年,2018-03-15,普通住宅,满五年,
1416,250,34351,白云,广信白兰花园,72.78,1998,塔楼,西南,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,简装,一梯五户,无,70年,2018-03-18,普通住宅,暂无数据,
1417,218,33041,天河,云宁居,65.98,1999,塔楼,西,2室1厅1厨2卫,高楼层/共9层,高楼层,共9层,其他,一梯四户,无,70年,2018-03-15,普通住宅,暂无数据,
1418,440,51942,天河,华景新城逸晖居,84.71,2000,塔楼,东南,3室2厅1厨1卫,高楼层/共31层,高楼层,共31层,简装,三梯八户,有,70年,2018-03-18,普通住宅,暂无数据,
1419,485,60241,天河,美林海岸花园,80.51,2003,塔楼,东北,2室2厅1厨1卫,高楼层/共18层,高楼层,共18层,其他,两梯四户,有,70年,2018-03-18,普通住宅,满两年,地铁
1420,550,69621,越秀,共和二路,79,1999,板楼,南 北,3室1厅1厨1卫,低楼层/共9层,低楼层,共9层,其他,一梯两户,有,70年,2018-03-21,普通住宅,满两年,地铁
1421,430,44427,荔湾,万科柏悦湾,96.79,2005,塔楼,西北,3室1厅1厨1卫,中楼层/共34层,中楼层,共34层,其他,两梯六户,有,70年,2018-03-26,普通住宅,满两年,地铁
1422,930,43274,番禺,广州雅居乐花园剑桥郡,214.91,2010,塔楼,南 北,4室2厅1厨2卫,中楼层/共5层,中楼层,共5层,精装,一梯两户,无,70年,2018-03-26,普通住宅,满五年,
1423,360,46154,天河,天华苑,78,2000,塔楼,南,2室2厅1厨1卫,中楼层/共9层,中楼层,共9层,精装,一梯四户,无,70年,2018-03-28,普通住宅,满五年,地铁
1424,155,26725,增城,碧桂园凤凰城凤仪苑,58,2002,塔楼,北,2室1厅1厨1卫,中楼层/共6层,中楼层,共6层,精装,一梯四户,无,70年,2018-03-25,普通住宅,满两年,
1425,320,30758,白云,南湖半山豪庭东苑,104.04,2005,塔楼,东,3室2厅1厨2卫,高楼层/共28层,高楼层,共28层,精装,两梯四户,有,70年,2018-03-20,普通住宅,满五年,
1426,270,36987,天河,天力居,73,1998,塔楼,西南,2室2厅1厨1卫,中楼层/共12层,中楼层,共12层,精装,两梯八户,有,70年,2018-03-17,普通住宅,满五年,
1427,680,63826,天河,都市兰亭花园,106.54,2002,塔楼,南 北,3室2厅1厨2卫,低楼层/共12层,低楼层,共12层,简装,两梯四户,有,70年,2018-03-18,普通住宅,满两年,地铁
1428,348,31072,白云,远景工商局宿舍,112,,塔楼,北,3室2厅1厨1卫,高楼层/共9层,高楼层,共9层,精装,一梯九户,暂无数据,70年,2018-03-20,普通住宅,满五年,
1429,310,36199,海珠,润泰大厦,85.64,1998,塔楼,南 北,3室1厅1厨1卫,高楼层/共29层,高楼层,共29层,简装,三梯八户,有,70年,2018-03-16,普通住宅,满五年,地铁
1430,230,27104,白云,新兴白云花园乐居南街,84.86,1999,塔楼,西北,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯六户,无,70年,2018-03-16,普通住宅,满五年,
1431,275,35715,番禺,丽江花园九如通津,77,2000,塔楼,东北,2室2厅1厨1卫,中楼层/共11层,中楼层,共11层,其他,一梯四户,有,70年,2018-03-22,普通住宅,满五年,
1432,415,51343,海珠,柏涛雅苑,80.83,2001,塔楼,南,2室1厅1厨1卫,低楼层/共9层,低楼层,共9层,其他,一梯六户,有,70年,2018-03-28,普通住宅,满五年,地铁
1433,496,39936,番禺,广州雅居乐花园雅逸庭,124.2,2010,塔楼,西北,3室2厅1厨2卫,低楼层/共19层,低楼层,共19层,其他,两梯六户,有,70年,2017-09-15,普通住宅,满五年,
1434,450,38104,番禺,华南碧桂园翠山蓝天苑,118.1,2001,塔楼,南,3室2厅1厨1卫,中楼层/共8层,中楼层,共8层,其他,一梯四户,有,70年,2017-11-04,普通住宅,满五年,
1435,350,52672,海珠,富力千禧花园,66.45,2002,塔楼,北,2室1厅1厨1卫,低楼层/共24层,低楼层,共24层,其他,两梯六户,有,70年,2018-03-13,普通住宅,满五年,地铁
1436,520,80000,天河,理想青年荟,65,2007,塔楼,南,2室1厅1厨2卫,低楼层/共21层,低楼层,共21层,精装,四梯二十四户,有,70年,2017-06-09,普通住宅,满五年,
1437,250,36776,白云,金碧雅苑,67.98,2004,塔楼,东,2室1厅1厨1卫,低楼层/共18层,低楼层,共18层,简装,两梯六户,有,70年,2018-03-15,普通住宅,满两年,地铁
1438,380,50519,天河,六运小区,75.22,1993,塔楼,南 北,2室1厅1厨1卫,中楼层/共8层,中楼层,共8层,精装,一梯两户,无,70年,2017-09-13,普通住宅,满两年,地铁
1439,523,46940,白云,云山诗意琴韵居,111.42,2008,塔楼,南,4室2厅1厨2卫,中楼层/共18层,中楼层,共18层,其他,两梯六户,有,70年,2018-03-06,普通住宅,满五年,地铁
1440,500,41957,白云,时代玫瑰园,119.17,2008,塔楼,南,3室1厅1厨2卫,中楼层/共18层,中楼层,共18层,其他,两梯四户,有,70年,2018-03-11,普通住宅,满两年,地铁
1441,865,58039,海珠,雅郡花园会展新世界水蓝郡,149.04,2003,塔楼,西南,4室2厅1厨2卫,中楼层/共11层,中楼层,共11层,毛坯,一梯三户,有,70年,2017-07-11,普通住宅,满两年,地铁
1442,298,30849,番禺,祈福新村青怡居,96.6,1995,板楼,南,3室2厅1厨1卫,中楼层/共5层,中楼层,共5层,简装,一梯四户,无,70年,2018-04-11,普通住宅,暂无数据,
1443,220,26459,黄埔,龙光峰景华庭,83.15,2009,塔楼,北,2室2厅1厨1卫,高楼层/共18层,高楼层,共18层,其他,两梯八户,有,70年,2017-08-13,普通住宅,满五年,
1444,305,48406,越秀,淘金路,63.01,1993,塔楼,南 北,2室1厅1厨1卫,高楼层/共8层,高楼层,共8层,简装,一梯六户,无,70年,2017-09-17,普通住宅,满五年,地铁
1445,450,57260,白云,岭南新世界,78.59,2008,塔楼,西南,4室2厅1厨2卫,高楼层/共18层,高楼层,共18层,精装,两梯四户,有,70年,2017-07-03,普通住宅,满两年,地铁
1446,430,56438,越秀,淘金路,76.19,1990,塔楼,东,2室2厅1厨1卫,高楼层/共15层,高楼层,共15层,其他,一梯十户,有,70年,2017-05-04,普通住宅,满五年,地铁
1447,420,57717,海珠,金碧湾,72.77,2007,塔楼,东,2室1厅1厨1卫,高楼层/共32层,高楼层,共32层,精装,两梯四户,有,70年,2017-12-28,普通住宅,满五年,地铁
1448,358,36908,番禺,华南碧桂园翠云山,97,2001,塔楼,南,2室2厅1厨1卫,低楼层/共18层,低楼层,共18层,简装,两梯四户,有,70年,2017-11-12,普通住宅,满五年,
1449,370,24136,番禺,祈福水城,153.3,2008,塔楼,东,4室2厅1厨2卫,低楼层/共11层,低楼层,共11层,其他,两梯五户,有,70年,2017-04-17,普通住宅,满两年,
1450,548,41204,番禺,华南碧桂园翠宏台,133,2001,塔楼,西北,3室2厅1厨2卫,低楼层/共7层,低楼层,共7层,精装,一梯四户,无,70年,2017-11-24,普通住宅,满两年,
1451,365,48345,海珠,保利百合花园馨园,75.5,2004,塔楼,东南,2室2厅1厨1卫,中楼层/共11层,中楼层,共11层,精装,一梯四户,有,70年,2017-12-01,普通住宅,满五年,地铁
1452,330,43104,海珠,双子星城,76.56,2005,塔楼,北,4室2厅1厨2卫,低楼层/共18层,低楼层,共18层,简装,两梯十二户,有,70年,2017-03-12,普通住宅,满五年,地铁
1453,770,62399,天河,金田花苑,123.4,1997,塔楼,东北,3室2厅1厨2卫,高楼层/共19层,高楼层,共19层,其他,两梯六户,有,70年,2017-04-29,普通住宅,满五年,
1454,330,52043,越秀,伟超置业大厦,63.41,2002,塔楼,东南,2室1厅1厨1卫,高楼层/共14层,高楼层,共14层,简装,两梯十户,有,70年,2017-10-25,普通住宅,满两年,地铁
1455,1060,45888,天河,骏景花园,231,2000,塔楼,南 北,5室2厅1厨4卫,高楼层/共12层,高楼层,共12层,简装,一梯四户,有,70年,2016-12-28,普通住宅,满五年,
1456,425,30068,番禺,亚运城技术官员村,141.35,,塔楼,南 北,3室2厅1厨2卫,中楼层/共11层,中楼层,共11层,其他,一梯两户,有,70年,2017-11-12,普通住宅,满两年,
1457,450,53508,天河,广东工业大学五山教师村,84.1,2001,塔楼,西,3室2厅1厨1卫,低楼层/共16层,低楼层,共16层,精装,一梯三户,暂无数据,70年,2017-11-07,普通住宅,满两年,
1458,345,51493,天河,马赛国际公寓,67,2006,塔楼,西南,1室1厅1厨1卫,低楼层/共33层,低楼层,共33层,简装,三梯十六户,有,70年,2017-11-10,普通住宅,满五年,
1459,360,32728,番禺,华南碧桂园翠云山,110,2001,塔楼,北,3室2厅1厨1卫,中楼层/共18层,中楼层,共18层,其他,两梯四户,有,70年,2017-11-01,普通住宅,满五年,
1460,430,50000,天河,半山雍景苑,86,2000,塔楼,南,3室2厅1厨1卫,中楼层/共17层,中楼层,共17层,简装,两梯六户,有,70年,2017-10-29,普通住宅,满五年,
1461,600,58824,海珠,柏蕙花园,102,2005,塔楼,南 北,4室1厅1厨1卫,中楼层/共16层,中楼层,共16层,精装,两梯八户,有,70年,2017-10-26,普通住宅,满五年,地铁
1462,390,46685,天河,电子五所宿舍,83.54,1998,板楼,南 北,3室1厅1厨1卫,高楼层/共6层,高楼层,共6层,其他,一梯两户,无,70年,2017-10-16,普通住宅,满两年,地铁
1463,930,31603,增城,翡翠绿洲浅水湾,294.28,,暂无数据,南,5室3厅1厨4卫,独栋/共1层,独栋,共1层,70年,"
                              ","
                              ","
                                                          ",2017-09-12,别墅,满五年,
1464,235,35075,海珠,聚德花园,67,1997,塔楼,南,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,简装,一梯六户,无,70年,2017-09-21,普通住宅,满五年,
1465,882,70000,天河,新世界东逸花园,126,2001,塔楼,东南,3室2厅1厨2卫,低楼层/共24层,低楼层,共24层,精装,三梯八户,有,70年,2017-10-08,普通住宅,满五年,
1466,530,39850,黄埔,金碧领秀国际,133,2007,塔楼,南,3室2厅1厨2卫,高楼层/共33层,高楼层,共33层,精装,两梯八户,有,70年,2017-08-30,普通住宅,满五年,
1467,385,50085,天河,骏景花园,76.87,2003,板楼,北,3室2厅1厨1卫,高楼层/共20层,高楼层,共20层,简装,一梯六户,有,70年,2017-10-07,普通住宅,满两年,
1468,300,39165,荔湾,荔港南湾H区,76.6,2008,塔楼,西北,2室2厅1厨1卫,中楼层/共28层,中楼层,共28层,精装,两梯六户,有,70年,2017-10-07,普通住宅,满两年,地铁
1469,150,45942,越秀,金麓山庄,32.65,2005,塔楼,南,1室1厅1厨1卫,高楼层/共7层,高楼层,共7层,其他,一梯十八户,有,70年,2017-09-24,普通住宅,满五年,
1470,800,63493,天河,新世界东逸花园,126,2003,塔楼,东北,3室2厅1厨2卫,高楼层/共28层,高楼层,共28层,精装,三梯八户,有,70年,2017-08-28,普通住宅,满两年,
1471,1137,64920,天河,金田花苑,175.14,2005,塔楼,南 北,4室2厅1厨2卫,高楼层/共25层,高楼层,共25层,其他,两梯六户,有,70年,2017-09-10,普通住宅,满五年,
1472,220,16774,番禺,富丽家园豪景楼,131.16,1995,塔楼,东,3室1厅1厨2卫,高楼层/共6层,高楼层,共6层,精装,一梯四户,无,70年,2017-09-03,普通住宅,满两年,
1473,490,61940,天河,美林海岸花园,79.11,2004,塔楼,西南,2室2厅1厨1卫,高楼层/共12层,高楼层,共12层,精装,一梯六户,有,70年,2017-09-02,普通住宅,满五年,地铁
1474,215,28667,黄埔,丰乐小区111号大院,75,1990,塔楼,南,2室1厅1厨1卫,中楼层/共8层,中楼层,共8层,简装,一梯两户,无,70年,2017-08-21,普通住宅,满两年,地铁
1475,730,65104,天河,华建大厦,112.13,2004,塔楼,南 北,3室2厅0厨2卫,中楼层/共18层,中楼层,共18层,简装,两梯八户,有,70年,2017-07-17,普通住宅,满五年,
1476,220,47039,天河,MBA国际公寓,46.77,2007,塔楼,西,1室0厅1厨1卫,中楼层/共31层,中楼层,共31层,其他,四梯二十一户,有,70年,2017-06-29,普通住宅,满两年,
1477,350,50165,天河,富力天朗明居S区,69.77,2001,塔楼,东,2室2厅1厨1卫,高楼层/共18层,高楼层,共18层,精装,两梯八户,有,70年,2018-02-01,普通住宅,满两年,地铁
1478,1120,40000,番禺,华南碧桂园翠山蓝天苑,280,2001,塔楼,东南,7室2厅1厨4卫,高楼层/共8层,高楼层,共8层,其他,一梯四户,有,70年,2017-09-25,普通住宅,满五年,
1479,148,31490,海珠,南翠苑,47,1999,塔楼,南,2室1厅1厨1卫,高楼层/共9层,高楼层,共9层,简装,一梯四户,无,70年,2018-02-10,普通住宅,满五年,地铁
1480,345,49286,海珠,锦丽居,70,2010,塔楼,东北,2室2厅1厨1卫,高楼层/共24层,高楼层,共24层,其他,两梯六户,有,70年,2018-01-27,普通住宅,满五年,地铁
1481,780,54216,海珠,光大花园榕景四季,143.87,2004,塔楼,东南,4室1厅1厨2卫,高楼层/共18层,高楼层,共18层,其他,两梯四户,有,70年,2017-07-28,普通住宅,满五年,地铁
1482,400,40157,黄埔,泰景花园东城华庭,99.61,2012,塔楼,北,3室2厅1厨1卫,中楼层/共27层,中楼层,共27层,其他,三梯四户,有,70年,2018-02-12,普通住宅,满两年,地铁
1483,510,51308,天河,半山雍景苑,99.4,2000,塔楼,南,3室2厅1厨2卫,低楼层/共18层,低楼层,共18层,精装,两梯六户,有,70年,2017-08-29,普通住宅,满五年,
1484,295,32925,黄埔,泰景花园文苑阁,89.6,2006,塔楼,北,3室2厅1厨1卫,高楼层/共8层,高楼层,共8层,简装,一梯四户,无,70年,2017-07-29,普通住宅,满五年,地铁
1485,1000,60614,天河,华标广场,164.98,2003,塔楼,西南,4室2厅1厨2卫,高楼层/共30层,高楼层,共30层,简装,三梯八户,有,70年,2017-05-06,普通住宅,满五年,地铁
1486,770,67544,天河,龙口东路,114,1999,塔楼,南,3室2厅1厨1卫,中楼层/共10层,中楼层,共10层,精装,一梯两户,有,70年,2017-07-04,普通住宅,满五年,地铁
1487,465,57536,天河,都市兰亭花园,80.82,2006,塔楼,北,2室2厅0厨1卫,低楼层/共24层,低楼层,共24层,其他,两梯五户,有,70年,2017-06-22,普通住宅,满五年,地铁
1488,400,42919,荔湾,宝华路十五甫正街,93.2,,塔楼,东,2室1厅1厨2卫,中楼层/共8层,中楼层,共8层,其他,一梯两户,暂无数据,70年,2017-08-18,普通住宅,满五年,地铁
1489,792,90000,天河,珠江都荟华庭,88,2006,塔楼,西南,2室2厅1厨1卫,低楼层/共33层,低楼层,共33层,简装,两梯四户,有,70年,2016-10-13,普通住宅,满两年,地铁
1490,480,32685,荔湾,珠岛花园,146.86,1995,塔楼,南,5室2厅1厨2卫,低楼层/共12层,低楼层,共12层,其他,一梯三户,有,70年,2017-06-25,普通住宅,满两年,
1491,410,63380,天河,华港花园,64.69,2004,塔楼,南 北,2室2厅1厨1卫,低楼层/共9层,低楼层,共9层,精装,一梯五户,无,70年,2017-05-12,普通住宅,满五年,
1492,420,24250,番禺,东怡园,173.2,1999,塔楼,南,4室2厅0厨4卫,中楼层/共7层,中楼层,共7层,其他,一梯两户,暂无数据,70年,2017-05-25,普通住宅,满五年,地铁
1493,530,41086,海珠,罗马家园,129,2007,塔楼,南 北,3室2厅0厨2卫,低楼层/共12层,低楼层,共12层,精装,两梯两户,有,70年,2016-08-06,普通住宅,满五年,地铁
1494,400,20101,增城,翡翠绿洲森林半岛,199,2011,塔楼,东,4室4厅0厨3卫,高楼层/共11层,高楼层,共11层,毛坯,一梯六户,有,70年,2016-03-18,普通住宅,满两年,
1495,550,46457,海珠,合生颐景华苑,118.39,2002,塔楼,东北,3室2厅1厨2卫,高楼层/共24层,高楼层,共24层,其他,两梯四户,有,70年,2017-05-24,普通住宅,满两年,地铁
1496,380,47500,白云,盈翠华庭,80,2001,塔楼,南,4室1厅0厨1卫,高楼层/共7层,高楼层,共7层,其他,一梯六户,无,70年,2016-01-20,普通住宅,满五年,
1497,400,20087,增城,翡翠绿洲森林半岛,199.14,2011,塔楼,东北,5室2厅0厨3卫,高楼层/共15层,高楼层,共15层,简装,一梯两户,有,70年,2016-02-26,普通住宅,满五年,
1498,380,38662,天河,金燕花园,98.29,2002,塔楼,北,3室2厅1厨2卫,低楼层/共26层,低楼层,共26层,其他,三梯八户,有,70年,2017-10-28,普通住宅,暂无数据,地铁
1499,210,33871,白云,汇侨新城北区,62,2000,塔楼,西北,2室1厅1厨1卫,高楼层/共17层,高楼层,共17层,其他,两梯十二户,有,70年,2018-01-05,普通住宅,暂无数据,
1500,245,29996,番禺,祈福新村倚湖湾倚湖街,81.68,1995,板楼,南 北,2室2厅1厨1卫,中楼层/共5层,中楼层,共5层,精装,一梯两户,无,70年,2018-02-23,普通住宅,未满两年,
1501,510,60121,海珠,富力银禧花园,84.83,2007,塔楼,西南,2室2厅1厨1卫,中楼层/共25层,中楼层,共25层,精装,三梯七户,有,70年,2018-02-28,普通住宅,暂无数据,
1502,66,22067,白云,利都大厦,29.91,1999,塔楼,西,1室1厅1厨1卫,中楼层/共8层,中楼层,共8层,简装,一梯二十五户,有,70年,2018-02-26,普通住宅,暂无数据,
1503,170,31488,海珠,侨诚花园春晓苑,53.99,1998,塔楼,东南,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯八户,无,70年,2017-12-23,普通住宅,暂无数据,地铁
1504,258,23670,番禺,东华花园,109,2004,塔楼,北,3室2厅1厨2卫,中楼层/共7层,中楼层,共7层,其他,一梯四户,无,70年,2017-11-26,普通住宅,暂无数据,
1505,268,33968,海珠,聚德花园,78.9,1997,塔楼,东,2室1厅1厨1卫,低楼层/共28层,低楼层,共28层,精装,两梯八户,有,70年,2018-01-31,普通住宅,暂无数据,地铁
1506,142,33491,海珠,晓港湾明华苑,42.4,1999,塔楼,北,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,简装,一梯十一户,无,70年,2018-03-09,普通住宅,暂无数据,地铁
1507,278,37127,白云,又一居花园,74.88,2001,塔楼,南 北,2室1厅1厨1卫,中楼层/共15层,中楼层,共15层,其他,两梯八户,有,70年,2017-11-28,普通住宅,暂无数据,地铁
1508,170,33049,天河,天利居,51.44,2001,塔楼,东北,2室1厅1厨1卫,高楼层/共11层,高楼层,共11层,简装,两梯五户,有,70年,2018-01-16,普通住宅,暂无数据,
1509,650,57523,天河,华景新城信华花园,113,2012,塔楼,东北,4室2厅1厨1卫,低楼层/共31层,低楼层,共31层,精装,三梯八户,有,70年,2017-11-21,普通住宅,满两年,
1510,420,54138,白云,恒骏花园香柏广场,77.58,2010,塔楼,东南,2室2厅1厨1卫,高楼层/共30层,高楼层,共30层,精装,三梯七户,有,70年,2018-03-09,普通住宅,满两年,地铁
1511,76,23975,白云,嘉景园,31.7,1997,塔楼,西,1室1厅1厨1卫,低楼层/共9层,低楼层,共9层,简装,一梯四户,无,70年,2018-01-24,普通住宅,暂无数据,
1512,580,26184,白云,白云堡豪苑堡轩径,221.51,1998,板楼,南,2室2厅1厨2卫,中楼层/共5层,中楼层,共5层,简装,一梯一户,有,70年,2017-03-31,普通住宅,满五年,
1513,210,30000,白云,广园云苑新村,70,1999,塔楼,北,3室1厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯四户,无,70年,2017-11-30,普通住宅,暂无数据,
1514,176,27977,白云,广园云苑新村,62.91,1994,塔楼,南 北,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯三户,无,70年,2018-02-09,普通住宅,暂无数据,
1515,125,19061,番禺,瑞和园,65.58,,板楼,东,3室2厅1厨1卫,中楼层/共6层,中楼层,共6层,其他,一梯三户,暂无数据,70年,2018-01-25,普通住宅,暂无数据,
1516,260,35863,白云,广信白兰花园,72.5,1998,塔楼,南,2室1厅1厨1卫,中楼层/共7层,中楼层,共7层,简装,一梯五户,无,70年,2018-01-21,普通住宅,暂无数据,地铁
1517,220,35502,白云,广信金兰花园金兰街,61.97,1998,塔楼,东北,2室1厅1厨1卫,高楼层/共9层,高楼层,共9层,其他,一梯五户,无,70年,2018-03-13,普通住宅,暂无数据,地铁
1518,220,34921,白云,金碧新城,63,2006,塔楼,东北,2室1厅1厨1卫,中楼层/共32层,中楼层,共32层,其他,三梯八户,有,70年,2018-01-07,普通住宅,暂无数据,
1519,168,26279,海珠,南洲花苑A区,63.93,1993,塔楼,东南,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,简装,一梯十四户,无,70年,2018-01-08,普通住宅,暂无数据,
1520,600,37038,番禺,广州雅居乐花园花巷,162,2010,塔楼,南 北,5室2厅1厨2卫,高楼层/共6层,高楼层,共6层,其他,一梯两户,无,70年,2018-03-10,普通住宅,满五年,地铁
1521,102,33356,白云,骏御华庭,30.58,2012,塔楼,南,1室0厅1厨1卫,低楼层/共21层,低楼层,共21层,其他,两梯十五户,有,70年,2016-09-20,普通住宅,暂无数据,
1522,618,60797,越秀,东兴大厦,101.65,1990,塔楼,西北,2室2厅1厨1卫,高楼层/共25层,高楼层,共25层,简装,两梯八户,有,70年,2018-03-13,普通住宅,满五年,地铁
1523,300,34091,白云,美景苑,88,2008,塔楼,南,3室1厅1厨1卫,低楼层/共9层,低楼层,共9层,其他,一梯两户,有,70年,2017-11-06,普通住宅,暂无数据,
1524,215,22088,增城,碧桂园凤凰城凤妍苑,97.34,2002,塔楼,南,2室2厅1厨2卫,高楼层/共10层,高楼层,共10层,简装,一梯四户,有,70年,2017-11-04,普通住宅,满五年,
1525,295,28366,荔湾,金道花园,104,2000,塔楼,东北,3室2厅1厨2卫,中楼层/共22层,中楼层,共22层,其他,两梯八户,有,70年,2018-01-01,普通住宅,暂无数据,地铁
1526,618.4,21500,增城,合生湖山国际,287.63,2008,塔楼,南 北,4室3厅1厨3卫,高楼层/共18层,高楼层,共18层,精装,一梯三户,有,70年,2017-07-13,普通住宅,满五年,
1527,315,53390,天河,华师大学宿舍西区,59,,塔楼,南 北,2室1厅1厨1卫,低楼层/共6层,低楼层,共6层,其他,一梯九户,暂无数据,70年,2017-07-22,普通住宅,满五年,地铁
1528,420,53572,越秀,广东省有色金属地质局,78.4,,塔楼,南 北,2室2厅1厨1卫,中楼层/共9层,中楼层,共9层,简装,一梯六户,暂无数据,70年,2017-11-09,普通住宅,满五年,地铁
1529,255,35850,白云,金碧雅苑,71.13,2004,塔楼,北,2室1厅1厨1卫,高楼层/共18层,高楼层,共18层,其他,两梯六户,有,70年,2018-03-05,普通住宅,暂无数据,地铁
1530,195,25133,海珠,荔景楼,77.59,1999,塔楼,东,2室1厅0厨1卫,中楼层/共9层,中楼层,共9层,简装,一梯五户,无,70年,2017-06-30,普通住宅,满五年,地铁
1531,530,51507,海珠,纵横国际公寓,102.9,2009,塔楼,北,3室1厅1厨1卫,中楼层/共32层,中楼层,共32层,其他,三梯七户,有,70年,2017-11-08,普通住宅,满两年,地铁
1532,265,32692,白云,华兴苑,81.06,,塔楼,南 北,2室1厅1厨1卫,低楼层/共9层,低楼层,共9层,其他,一梯四户,暂无数据,70年,2018-02-28,普通住宅,暂无数据,
1533,535,55730,天河,德荣小区,96,1995,塔楼,南,3室2厅1厨1卫,高楼层/共18层,高楼层,共18层,其他,两梯八户,有,70年,2018-02-27,普通住宅,暂无数据,地铁
1534,1116.1,68000,天河,龙口东档案馆房改,164.13,1997,塔楼,南,4室2厅1厨2卫,低楼层/共18层,低楼层,共18层,简装,一梯四户,暂无数据,70年,2017-06-17,普通住宅,满五年,地铁
1535,240,31287,海珠,金满楼,76.71,1994,塔楼,南,3室1厅1厨1卫,高楼层/共9层,高楼层,共9层,简装,一梯六户,无,70年,2018-04-06,普通住宅,满五年,
